,masked_text,original_sentence_text_before_tokenisation,prediction,score,y
294,"To the Editor : __NE_FROM__ . reviewed 3,000 complaints of unintended acceleration and said "" the results back its long-held stance : There have been no electronic glitches "" ( "" __NE_TO__ says tests show no problems with electronics , "" July 19 ) .","To the Editor:  Toyota Motor Corp. reviewed 3,000 complaints of unintended acceleration and said ""the results back its long-held stance: There have been no electronic glitches"" (""Toyota says tests show no problems with electronics,"" July 19).",reject,0.9821911454000001,0
295,__NE_FROM__ and __NE_TO__ explore future technology partnership .,Suzuki and Toyota explore future technology partnership.,ambiguous,0.5695671439000001,3
296,"__NE_FROM__ ' s __NE_OTHER__ was the second-best selling vehicle in the world last year after the Toyota Corolla , which is quite an achievement considering F-Series sales are predominately in North America as opposed to the __NE_TO__ ' s broader market .","Ford's F-Series was the second-best selling vehicle in the world last year after the Toyota Corolla, which is quite an achievement considering F-Series sales are predominately in North America as opposed to the Corolla’s broader market.",reject,0.8291561604000001,0
297,__NE_FROM__ . more than doubled its fourth-quarter net profit as the yen ' s depreciation helped the automaker export more profitably and U.S. sales of the Avalon sedan and __NE_TO__ pickup were strong .,Toyota Motor Corp. more than doubled its fourth-quarter net profit as the yen's depreciation helped the automaker export more profitably and U.S. sales of the Avalon sedan and Tacoma pickup were strong.,reject,0.8722234964000001,0
298,"Other far-flung markets will have a __NE_FROM__ dealership ' s service stall rented to the __NE_TO__ brand , or have a fully stocked service van go to the customer ' s home or office .","Other far-flung markets will have a Toyota dealership's service stall rented to the Lexus brand, or have a fully stocked service van go to the customer's home or office.",reject,0.9220001101,0
299,"For help managing the issues the company faces , Toyoda has turned to longtime colleague and __NE_FROM__ veteran Mark Hogan , 61 , naming him to the company ' s board -- __NE_TO__ ' s first non-Japanese director since 2007 .","For help managing the issues the company faces, Toyoda has turned to longtime colleague and GM veteran Mark Hogan, 61, naming him to the company's board -- Toyota's first non-Japanese director since 2007.",reject,0.9903197289000001,0
300,"__NE_OTHER__ Leads __NE_FROM__ , __NE_TO__ in Quarterly Sales .","GM Leads Toyota, Volkswagen in Quarterly Sales.",reject,0.911188364,0
301,# __NE_FROM__ pic.twitter.com / SxPt2nPcqo — __NE_TO__,#ToyotaHatch pic.twitter.com / SxPt2nPcqo— Toyota USA,reject,0.8737828135,0
302,__NE_FROM__ insists its Corolla is actually the best-selling marque because variants of the same vehicle are sold under the Auris name in Europe and __NE_TO__ in the U.S .,Toyota insists its Corolla is actually the best-selling marque because variants of the same vehicle are sold under the Auris name in Europe and Matrix in the U.S.,reject,0.5165693164,0
303,"__NE_FROM__ said last month it sold 5.04 million vehicles in the six months through June , beating the 5.02 million from __NE_TO__ .","VW said last month it sold 5.04 million vehicles in the six months through June, beating the 5.02 million from Toyota.",reject,0.4400573969,0
304,"__NE_FROM__ also upgraded its outlook on long-term debt rating from "" negative "" to stable "" for __NE_OTHER__ group affiliates __NE_OTHER__ and __NE_TO__ .","S&P also upgraded its outlook on long-term debt rating from ""negative"" to stable"" for Toyota group affiliates Toyota Industries Corp. and Aisin Seiki Co.",reject,0.9860976934000001,0
305,"__NE_FROM__ joined __NE_TO__ in 1999 and is responsible for the procurement of more than 1.1 billion service parts , business applications planning , supplier development , packaging , quality , parts configuration management and new model development for service parts .","Braga joined Toyota in 1999 and is responsible for the procurement of more than 1.1 billion service parts, business applications planning, supplier development, packaging, quality, parts configuration management and new model development for service parts.",B_supplies_A,0.7846655846,1
306,__NE_FROM__ and __NE_TO__ paired up on a fuel cell production alliance in January .,Toyota Motor Corp. and BMW AG paired up on a fuel cell production alliance in January.,ambiguous,0.6098544002,3
307,"The project will begin on September 6 in Aichi Prefecture , and then across all __NE_FROM__ dealerships nationwide from September 21.In line with contributing to the ultimate goal of achieving zero traffic fatalities and zero traffic accidents , __NE_TO__ has implemented automobile safety measures as one of its top priority management concerns .","The project will begin on September 6 in Aichi Prefecture, and then across all Toyota dealerships nationwide from September 21.In line with contributing to the ultimate goal of achieving zero traffic fatalities and zero traffic accidents, Toyota has implemented automobile safety measures as one of its top priority management concerns.",reject,0.9182118177,0
308,"__NE_FROM__ , __NE_TO__ as __NE_OTHER__ .","Honda, Toyota Cut Prices as China Antitrust Probe Tightens.",reject,0.8944391012,0
309,"In 2011 , __NE_FROM__ and __NE_TO__ lost share because global production fell after natural disasters in Japan and Thailand .","In 2011, Toyota and Honda lost share because global production fell after natural disasters in Japan and Thailand.",reject,0.6185930371,0
310,"__NE_OTHER__ , straining under a glut in global production capacity , wants to decide by Sept. 1 whether to abandon the __NE_FROM__ . plant in Fremont , Calif . __NE_OTHER__ and __NE_TO__ began joint operations at __NE_OTHER__ in 1984 .","Toyota, straining under a glut in global production capacity, wants to decide by Sept. 1 whether to abandon the New United Motor Manufacturing Inc. plant in Fremont, Calif.  GM and Toyota began joint operations at NUMMI in 1984.",reject,0.9879391193,0
311,"Without __NE_OTHER__ ' s volume , it would n't be viable for __NE_FROM__ to build the car by itself , Yoshinaga told __NE_TO__ .","Without Toyota's volume, it wouldn't be viable for Subaru to build the car by itself, Yoshinaga told Automotive News.",reject,0.6758210659,0
312,"__NE_OTHER__ , __NE_FROM__ and __NE_TO__ today reported total June 2014 sales results of 201,714 units , an increase of 11.9 percent from June 2013 on a daily selling rate .","Toyota, Scion and Lexus today reported total June 2014 sales results of 201,714 units, an increase of 11.9 percent from June 2013 on a daily selling rate .",reject,0.8968631625,0
313,"__NE_OTHER__ ' s namesake brand could jump to first place in U.S. sales this year from second in 2009 , displacing __NE_OTHER__ ' s main marque , says __NE_OTHER__ , which cites __NE_FROM__ ' s 137,000-unit lead over __NE_TO__ so far this year .","Ford Motor Co.'s namesake brand could jump to first place in U.S. sales this year from second in 2009, displacing Toyota Motor Co.'s main marque, says CNBC, which cites Ford's 137,000-unit lead over Toyota so far this year.",reject,0.9817460775,0
314,"Asked if __NE_FROM__ could help stop the proliferation of stairstep incentive programs across the industry , Carter pledged that __NE_TO__ would not follow other automakers into the staggered incentives .","Asked if Toyota could help stop the proliferation of stairstep incentive programs across the industry, Carter pledged that Toyota would not follow other automakers into the staggered incentives.",reject,0.9748831391,0
315,"While California is a center for auto design , financing and marketing , its time as a carmaking hub appeared to end in 2009 , when __NE_FROM__ shut __NE_TO__ , the Fremont factory it shared with __NE_OTHER__ for 25 years .","While California is a center for auto design, financing and marketing, its time as a carmaking hub appeared to end in 2009, when Toyota shut New United Motor Manufacturing Inc., the Fremont factory it shared with GM for 25 years.",reject,0.5597919822,0
316,"Following a tour of recently-acquired __NE_FROM__ . KG ' s automotive sealing facility in Dover , __NE_TO__ president Tadashi Arashima reiterated the company ' s goal to grow its non-Toyota business to account for about half of its total sales .","Following a tour of recently-acquired Meteor Gummiwerke KH Badje GmbH & Co. KG’s automotive sealing facility in Dover, Toyoda Gosei president Tadashi Arashima reiterated the company’s goal to grow its non-Toyota business to account for about half of its total sales.",reject,0.8828759789,0
317,__NE_OTHER__ registered recalls for certain Avensis and Corolla models ( July 2001 to March 2009 ) and for __NE_FROM__ ( July 2003 to April 2009 ) with the __NE_TO__ .,Toyota GB registered recalls for certain Avensis and Corolla models (July 2001 to March 2009) and for Prius (July 2003 to April 2009) with the Vehicle and Operator Services Agency .,reject,0.9778133631,0
318,"__NE_FROM__ and __NE_OTHER__ have the manufacturing muscle to build 400,000 Camrys and __NE_TO__ a year .","Toyota and Honda have the manufacturing muscle to build 400,000 Camrys and Accords a year.",A_supplies_B,0.3589143157,2
319,"Under “ __NE_FROM__ ” developmental theme , challenge taken up to “ change how __NE_TO__ cars drive ” .","Under “Direct & Smooth” developmental theme, challenge taken up to “change how Toyota cars drive”.",reject,0.8333073854,0
320,"PICK + winners are : Toyota Prius v , __NE_OTHER__ , __NE_OTHER__ , Toyota RAV4 , Lexus CT 200h , __NE_FROM__ , __NE_TO__ , __NE_OTHER__ , and __NE_OTHER__ .","PICK+ winners are: Toyota Prius v, Toyota Camry, Toyota Avalon, Toyota RAV4, Lexus CT 200h, Lexus ES, Lexus RC, Lexus NX, and Scion iA.",reject,0.9714282155,0
321,Those vehicles were owned by __NE_FROM__ . __NE_TO__ ' s captive finance company .,Those vehicles were owned by Toyota Motor Sales U.S.A. Inc.'s captive finance company.,ownership,0.4484874606,4
322,"__NE_FROM__ ' s emissions scandal led to the resignation of CEO Martin Winterkorn , who had set a goal to vault the company past __NE_TO__ and __NE_OTHER__ to become the world leader by global sales .","Volkswagen’s emissions scandal led to the resignation of CEO Martin Winterkorn, who had set a goal to vault the company past Toyota and General Motors to become the world leader by global sales.",reject,0.8774775267,0
323,"It was a pretty darn good August , "" said Larry Dominique , president of __NE_FROM__ , the lease-residual forecasting arm of __NE_OTHER__ , who also noted high levels of retail sales industrywide and rising transaction prices for all but __NE_OTHER__ and __NE_TO__ .","It was a pretty darn good August,"" said Larry Dominique, president of ALG Inc., the lease-residual forecasting arm of TrueCar.com, who also noted high levels of retail sales industrywide and rising transaction prices for all but Toyota and Hyundai-Kia.",reject,0.9733480215,0
324,"__NE_FROM__ is buying a 5 % stake in __NE_TO__ , which is issuing new shares for the transaction .","Toyota is buying a 5% stake in Mazda, which is issuing new shares for the transaction.",ownership,0.5141167641000001,4
325,Images of the thoroughly 2018 __NE_FROM__ emerged onto the web many months ago and it ' s only now __NE_TO__ has decided to unveil its updated off-roader for the __NE_OTHER__ show .,Images of the thoroughly 2018 Land Cruiser emerged onto the web many months ago and it’s only now Toyota has decided to unveil its updated off-roader for the IAA show.,reject,0.8421208858,0
326,"__NE_FROM__ , along with the governments of Canada and the province of Ontario , will invest $ 545 million Canadian , or about $ 567.8 million , to upgrade __NE_TO__ ' s three assembly plants in Ontario .","Toyota Motor Corp., along with the governments of Canada and the province of Ontario, will invest $545 million Canadian, or about $567.8 million, to upgrade Toyota's three assembly plants in Ontario.",reject,0.7049134374,0
327,The 2006 __NE_FROM__ was n't included in the __NE_TO__ recalls for unintended acceleration issues .,The 2006 Camry wasn't included in the Toyota recalls for unintended acceleration issues.,reject,0.46948748830000003,0
328,"__NE_FROM__ . plans to invest $ 22 million over the next four years to support a previously announced research and development center it ' s opening this summer in Ann Arbor , Mich. , in conjunction with the __NE_TO__ .","Toyota Motor Corp. plans to invest $22 million over the next four years to support a previously announced research and development center it's opening this summer in Ann Arbor, Mich., in conjunction with the University of Michigan.",B_supplies_A,0.3167793155,1
329,__NE_FROM__ and __NE_TO__ also are less reliant on fleet sales this year .,Chrysler Group and Toyota Motor Sales also are less reliant on fleet sales this year.,reject,0.5101131797,0
330,"According to the study , suppliers said this year that they lost some trust in the four automakers that rank highest as customers — __NE_FROM__ , __NE_OTHER__ , __NE_TO__ and __NE_OTHER__ .","According to the study, suppliers said this year that they lost some trust in the four automakers that rank highest as customers — BMW, Mercedes-Benz, Tesla and Toyota.",reject,0.8664816618000001,0
331,"__NE_FROM__ goes second , followed by __NE_TO__ , __NE_OTHER__ , and __NE_OTHER__ .","Porsche goes second, followed by Hyundai, Toyota, and BMW.",reject,0.8727809787,0
332,__NE_FROM__ says it has paid 270 claims since January 2007 to customers for injuries and property damages caused by runaway __NE_TO__ vehicles .,Allstate says it has paid 270 claims since January 2007 to customers for injuries and property damages caused by runaway Toyota vehicles.,reject,0.9085888267000001,0
333,"Under the deal , __NE_FROM__ will supply engines based on existing __NE_OTHER__ . powerplants for __NE_TO__ street models and competition cars .","Under the deal, Cosworth will supply engines based on existing Toyota Motor Corp. powerplants for Lotus street models and competition cars.",A_supplies_B,0.4128503799,2
334,__NE_FROM__ reveals reason for last-lap __NE_TO__ defeat .,Toyota reveals reason for last-lap Le Mans defeat.,reject,0.8711464405,0
335,"But even as Britain teeters on the brink of recession again , multinational car companies like __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ , __NE_TO__ , __NE_OTHER__ , __NE_OTHER__ and __NE_OTHER__ ' s","But even as Britain teeters on the brink of recession again, multinational car companies like Jaguar Land Rover, Tata Motors, Aston Martin, MG, Toyota, Nissan, BMW and GM's",reject,0.9767354131,0
336,"Those advanced largely offset shrinkage at __NE_FROM__ ( - 7 % to 146,400 ) , __NE_TO__ ( - 2 % to 91,600 ) and __NE_OTHER__ ( - 12 % to 18,800 ) .","Those advanced largely offset shrinkage at Toyota (-7% to 146,400), Honda (-2% to 91,600) and Mazda (-12% to 18,800).",reject,0.8990227580000001,0
337,"Other brands posting increases included __NE_FROM__ ( + 66 % to 17,100 units ) , __NE_OTHER__ ( + 30 % to 16,300 units ) , __NE_OTHER__ ( + 25 % to 15,100 ) , __NE_OTHER__ ( + 17 % to 15,500 ) , Chevrolet ( + 11 % to 15,400 ) , __NE_TO__ ( + 11 % to 14,000 ) and Ford ( + 8 % to 11,500 ) .","Other brands posting increases included Nissan (+66% to 17,100 units), Hyundai (+30% to 16,300 units), Kia (+25% to 15,100), Renault (+17% to 15,500), Chevrolet (+11% to 15,400), Toyota (+11% to 14,000) and Ford (+8% to 11,500).",reject,0.9091472626,0
338,"In a project that sees __NE_FROM__ partnering with the local authorities of the city and region of __NE_TO__ , __NE_OTHER__ , __NE_OTHER__ and car-sharing operator __NE_OTHER__ , 35 fun-to-drive three-wheel __NE_OTHER__ i-ROADs and 35 four-wheel COMS personal mobility vehicles have been contributed by __NE_OTHER__ to complement __NE_OTHER__ ' s existing public transport network .","In a project that sees Toyota partnering with the local authorities of the city and region of Grenoble, EDF, Sodetrel and car-sharing operator Citelib, 35 fun-to-drive three-wheel Toyota i-ROADs and 35 four-wheel COMS personal mobility vehicles have been contributed by Toyota to complement Grenoble’s existing public transport network.",reject,0.9940717816,0
339,"__NE_FROM__ , __NE_OTHER__ , __NE_TO__ in __NE_OTHER__ .","Toyota, GM, Subaru Lead in IIHS Safety Ratings.",reject,0.8527960181,0
340,"__NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ , __NE_TO__ and __NE_OTHER__ were the top five scorers in __NE_OTHER__ ' s 2016 U.S .","Lexus, Porsche, Buick, Toyota and GMC were the top five scorers in Power’s 2016 U.S.",reject,0.9805372357000001,0
341,__NE_FROM__ . confirms that its __NE_TO__ brand will surrender leadership in U.S. luxury vehicle sales this year for the first time since 1997 because of inventory shortages caused by Japan ' s March 11 earthquake and tsunami .,Toyota Motor Corp. confirms that its Lexus brand will surrender leadership in U.S. luxury vehicle sales this year for the first time since 1997 because of inventory shortages caused by Japan's March 11 earthquake and tsunami.,reject,0.45381805300000005,0
342,"Japan ' s "" Big Three "" __NE_OTHER__ , __NE_FROM__ and __NE_TO__ all posted relatively modest gains as disruptions caused by Japan ' s March earthquake and tsunami hurt production .","Japan's ""Big Three"" Toyota, Honda and Nissan all posted relatively modest gains as disruptions caused by Japan's March earthquake and tsunami hurt production.",reject,0.9577924609,0
343,"The per-vehicle cost increase from 2016 to 2025 would vary by manufacturer from as low as $ 1,500 for __NE_FROM__ and __NE_TO__ to as high as $ 5,000 for __NE_OTHER__ and $ 7,100 for __NE_OTHER__ .","The per-vehicle cost increase from 2016 to 2025 would vary by manufacturer from as low as $1,500 for Kia and Toyota to as high as $5,000 for Porsche and $7,100 for Ferrari.",reject,0.9292780757,0
344,"We ' re also proud that __NE_FROM__ will be presenting more than 100 of the 1,500 technical papers at this year ' s __NE_TO__ .","We’re also proud that Toyota will be presenting more than 100 of the 1,500 technical papers at this year’s Congress.",reject,0.5233906507,0
345,""" __NE_FROM__ was in fourth place and __NE_TO__ in fifth place in the survey , which measured supplier attitudes toward 14 automakers that produce vehicles in North America .","""Toyota Motor Corp. was in fourth place and Chrysler Group in fifth place in the survey, which measured supplier attitudes toward 14 automakers that produce vehicles in North America.",reject,0.704600215,0
346,__NE_FROM__ tops __NE_TO__ American-made index for 3rd straight year .,Toyota Camry tops Cars.com American-made index for 3rd straight year.,reject,0.789254725,0
347,"We want to show a high-spec technology as a showcase , "" Ken Koibuchi , __NE_FROM__ ' s executive general manager in charge of autonomous techs , told __NE_TO__ during a drive event of the 2018 Lexus LS in Japan .","We want to show a high-spec technology as a showcase,"" Ken Koibuchi, Toyota's executive general manager in charge of autonomous techs, told Automotive News during a drive event of the 2018 Lexus LS in Japan.",reject,0.9169511199,0
348,"Like __NE_FROM__ ' s __NE_OTHER__ and __NE_TO__ , __NE_OTHER__ is reportedly considering launching a range of performance road cars under the __NE_OTHER__ brand to rival the aforementioned Germans .","Like BMW’s M Division and AMG, Toyota is reportedly considering launching a range of performance road cars under the Gazoo brand to rival the aforementioned Germans.",reject,0.8900703788000001,0
349,"In order to further strengthen its global __NE_FROM__ structure and fulfill regional needs , __NE_TO__ will continue to develop attractive products that suit the lifestyles of customers around the world .","In order to further strengthen its global R&D structure and fulfill regional needs, Toyota Boshoku will continue to develop attractive products that suit the lifestyles of customers around the world.",B_supplies_A,0.4376878142,1
350,"__NE_FROM__ announces that __NE_OTHER__ , __NE_OTHER__ . , its vehicle manufacturing and distribution subsidiary in Thailand , is partnering with __NE_TO__ to implement Ha : mo , an ultra-compact electric vehicle sharing system , within the university ' s campus in Bangkok .","Toyota Motor Corporation announces that Toyota Motor Thailand Co., Ltd. , its vehicle manufacturing and distribution subsidiary in Thailand, is partnering with Chulalongkorn University to implement Ha:mo, an ultra-compact electric vehicle  sharing system, within the university’s campus in Bangkok.",reject,0.5217905045,0
351,But late last week a plaintiff ' s lawyer in California sent __NE_FROM__ copies of 41 complaints __NE_TO__ had received in the U.S. before the Japan recall .,But late last week a plaintiff's lawyer in California sent NHTSA copies of 41 complaints Toyota had received in the U.S. before the Japan recall.,reject,0.8807040453,0
352,Whether the partnership will be able to outsell market leaders __NE_FROM__ and __NE_TO__ in 2017 is n't clear .,Whether the partnership will be able to outsell market leaders VW and Toyota in 2017 isn’t clear.,reject,0.7111834288000001,0
353,"__NE_FROM__ said February sales of the __NE_TO__ compact more than doubled to 23,350 , and Toyota Prius deliveries spiked 52 percent to more than 20,589 .","Ford Motor Co. said February sales of the Focus compact more than doubled to 23,350, and Toyota Prius deliveries spiked 52 percent to more than 20,589.",B_supplies_A,0.5180339813,1
354,"Representatives from __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ , __NE_OTHER__ , __NE_TO__ , __NE_OTHER__ , __NE_OTHER__ and __NE_OTHER__ were expected at the meeting , held at a Westin hotel at Detroit Metro Airport .","Representatives from Honda, Toyota, Chrysler, Ford, Nissan, Subaru, Mitsubishi, Mazda and BMW were expected at the meeting, held at a Westin hotel at Detroit Metro Airport.",reject,0.9998196959000001,0
355,"The __NE_OTHER__ brand ' s drop was less than the nation ' s top-selling __NE_FROM__ brand ' s 26 percent dip in sales to 1.099 million units , just some 41,000 units ahead of the __NE_TO__ brand .","The Ford brand's drop was less than the nation's top-selling Toyota brand's 26 percent dip in sales to 1.099 million units, just some 41,000 units ahead of the Ford brand.",reject,0.9466307163000001,0
356,__NE_FROM__ Hybrid Car for __NE_TO__ .,Toyota Confirms Hybrid Car for French Plant.,reject,0.663983047,0
357,"The $ 36,000 Crosstrek Hybrid will be propelled by a “ StarDdrive ” plug-in drivetrain developed by __NE_FROM__ , which owns 17 % of __NE_TO__ .","The $36,000 Crosstrek Hybrid will be propelled by a “StarDdrive” plug-in drivetrain developed by Toyota Motor Corp., which owns 17% of Subaru.",reject,0.3485515416,0
358,Deliveries slumped 8.2 percent for the __NE_FROM__ and __NE_TO__ brands and 13 percent for __NE_OTHER__ .,Deliveries slumped 8.2 percent for the Toyota and Lexus brands and 13 percent for Daihatsu.,reject,0.8466483355000001,0
359,"__NE_FROM__ ' s global sales , including its __NE_OTHER__ , __NE_TO__ and __NE_OTHER__ brands , rose 0.2 percent to 10.2 million vehicles in 2016 , the Japanese automaker said on Monday .","Toyota's global sales, including its Lexus, Daihatsu and Hino brands, rose 0.2 percent to 10.2 million vehicles in 2016, the Japanese automaker said on Monday.",reject,0.4950896502,0
360,"Last month , compact crossovers ( think Honda CR-V , Toyota RAV4 , __NE_FROM__ , Ford Escape ) eclipsed compact cars ( __NE_TO__ , __NE_OTHER__ , Toyota Corolla , __NE_OTHER__ , etc. ) .","Last month, compact crossovers (think Honda CR-V, Toyota RAV4, Nissan Rogue, Ford Escape) eclipsed compact cars (Honda Civic, Chevrolet Cruze, Toyota Corolla, Hyundai Elantra, etc.).",reject,0.7367744446000001,0
361,__NE_FROM__ / __NE_TO__ sales rose 12 percent .,Toyota / Scion sales rose 12 percent.,reject,0.8528969884000001,0
362,The company also asserts that last year ' s __NE_FROM__ is less than half the 12.6 rate __NE_TO__ averaged from 2003 to 2009 when it was operated as a joint venture between __NE_OTHER__ and __NE_OTHER__ .,The company also asserts that last year’s TRIR is less than half the 12.6 rate Fremont averaged from 2003 to 2009 when it was operated as a joint venture between Toyota Motor Corp. and General Motors Co.,reject,0.8752993345000001,0
363,"Sales at the __NE_FROM__ declined by 2 percent to 158,069 units while volumes at __NE_TO__ increased 3 percent to 18,091 vehicles sold .","Sales at the Toyota Division declined by 2 percent to 158,069 units while volumes at Lexus increased 3 percent to 18,091 vehicles sold.",reject,0.8439709544,0
364,"As __NE_FROM__ mulls who will succeed long-serving CEO Carlos Ghosn , the automaker appears to favor internal candidates -- but outsiders such a top __NE_TO__ executive and a former aircraft industry chief are also potential successors .","As Renault mulls who will succeed long-serving CEO Carlos Ghosn, the automaker appears to favor internal candidates -- but outsiders such a top Toyota executive and a former aircraft industry chief are also potential successors.",reject,0.9741248488,0
365,"__NE_FROM__ , which took the sales title from __NE_TO__ in 2008 , has n't reported full-year results ; it estimates its 2011 volume will be down 6 percent to about 7.9 million units .","Toyota Motor Corp., which took the sales title from GM in 2008, hasn't reported full-year results; it estimates its 2011 volume will be down 6 percent to about 7.9 million units.",reject,0.8550924063,0
366,"Big sales gains at Japan ' s and Europe ' s top automakers -- __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ and __NE_FROM__ -- offset declines at __NE_TO__ and __NE_OTHER__ .","Big sales gains at Japan's and Europe's top automakers -- Toyota, Honda, Nissan and Volkswagen -- offset declines at Ford Motor Co. and General Motors.",reject,0.9908692837,0
367,"To be sure , the private Chinese automakers do not yet pose a serious threat to established international automakers such as __NE_FROM__ , __NE_OTHER__ and __NE_TO__ .","To be sure, the private Chinese automakers do not yet pose a serious threat to established international automakers such as Volkswagen, Toyota and General Motors.",reject,0.9731472135,0
368,"__NE_OTHER__ announces its production , domestic sales , and export results for January 2015 , including those for subsidiaries __NE_FROM__ , __NE_OTHER__ , and __NE_TO__ .","Toyota Motor Corporation announces its production, domestic sales, and export results for January 2015, including those for subsidiaries Daihatsu Motor Co., Ltd., and Hino Motors, Ltd.",reject,0.9606686831000001,0
369,"We are working to move forward with __NE_FROM__ , "" __NE_TO__ ' s Miller said .","We are working to move forward with NHTSA,"" Toyota's Miller said.",reject,0.5545110106,0
370,That surpassed __NE_FROM__ ' s $ 7.9 billion and __NE_TO__ ' s 1.06 trillion yen ( $ 11.1 billion ) for the year .,That surpassed General Motor Co.'s $7.9 billion and Toyota Motor Corp.'s 1.06 trillion yen ($11.1 billion) for the year.,ownership,0.7357907295,4
371,"__NE_FROM__ , the smallest of the country ' s three manufacturers after __NE_OTHER__ and __NE_TO__ , will shut its assembly plant in northern Melbourne and an engine plant to the west of the city , __NE_OTHER__ CEO Bob Graziano said .","Ford, the smallest of the country's three manufacturers after Toyota Motor Corp. and General Motors, will shut its assembly plant in northern Melbourne and an engine plant to the west of the city, Ford Australia CEO Bob Graziano said.",B_supplies_A,0.5809223652000001,1
372,"__NE_FROM__ is heavily reliant on __NE_OTHER__ , and rival __NE_TO__ . depends on __NE_OTHER__ .","Sonic is heavily reliant on Honda, and rival Group 1 Automotive Inc. depends on Toyota.",reject,0.9622880220000001,0
373,"Top __NE_FROM__ executives , including current chairman Takeshi Uchiyamada , rejected a chief engineer ' s design for a low-cost emerging market car several years ago , saying it was too cheap to be called a __NE_TO__ , an engineering executive said .","Top Toyota executives, including current chairman Takeshi Uchiyamada, rejected a chief engineer's design for a low-cost emerging market car several years ago, saying it was too cheap to be called a Toyota, an engineering executive said.",reject,0.9719983339,0
374,Mark Wahlberg ' s __NE_FROM__ and __NE_TO__,Mark Wahlberg's Toyota Minivan Has Rims and DirecTV,reject,0.7738592029,0
375,"A county judge in Texas has ordered __NE_FROM__ . to pay a family $ 208 million for injuries the plaintiffs attribute to a faulty front seatback design , __NE_TO__ reports .","A county judge in Texas has ordered Toyota Motor Corp. to pay a family $208 million for injuries the plaintiffs attribute to a faulty front seatback design, Automotive News reports.",reject,0.8108128309,0
376,"Fate of __NE_FROM__ , __NE_TO__ factories hangs on Australian election .","Fate of GM, Toyota factories hangs on Australian election.",reject,0.7114762068,0
377,"For dealers , the requirement that customers prove they ' ve serviced their cars at __NE_FROM__ dealerships could help improve service retention , an area in which __NE_OTHER__ dealers significantly trail top-flight competitors such as __NE_TO__ , __NE_OTHER__ and __NE_OTHER__ .","For dealers, the requirement that customers prove they've serviced their cars at Hyundai dealerships could help improve service retention, an area in which Hyundai dealers significantly trail top-flight competitors such as Honda, Toyota and Ford.",reject,0.5652365088,0
378,"__NE_OTHER__ ' s __NE_FROM__ minicar unit has appointed Executive Vice President Masanori Mitsui to become president on June 27 , __NE_TO__ reports .","Toyota Motor Corp.'s Daihatsu Motor minicar unit has appointed Executive Vice President Masanori Mitsui to become president on June 27, Bloomberg News reports.",reject,0.7109145522,0
379,"Approximately 59 billion yen will be invested in the line to be located in the Tianjin Economic-Technological Development Area and operated by __NE_FROM__ , __NE_OTHER__ . , a joint venture established with __NE_TO__ .","Approximately 59 billion yen will be invested in the line to be located in the Tianjin Economic-Technological Development Area  and operated by Tianjin FAW Toyota Motor Co., Ltd. , a joint venture established with China FAW Group Corporation .",reject,0.7017866969000001,0
380,__NE_FROM__ also launched the __NE_OTHER__ last year in partnership with __NE_OTHER__ and the __NE_TO__ to develop artificial intelligence and robotics .,Toyota also launched the Toyota Research Institute last year in partnership with Stanford and the Massachusetts Institute of Technology to develop artificial intelligence and robotics.,reject,0.48391693830000004,0
381,"Four other vehicles of Japanese origin -- the __NE_FROM__ , __NE_OTHER__ , __NE_OTHER__ and __NE_TO__ -- completed the list .","Four other vehicles of Japanese origin -- the Honda Odyssey , Toyota Sienna , Toyota Tundra  and Toyota Venza  -- completed the list.",reject,0.8221274614,0
382,"__NE_OTHER__ is taking a similar approach , while it is also partnering with __NE_FROM__ and __NE_TO__ to rein in the costs of developing and marketing EVs and other new technologies .","Toyota is taking a similar approach, while it is also partnering with Mazda Motor and Suzuki Motor to rein in the costs of developing and marketing EVs and other new technologies.",reject,0.7321868539,0
383,__NE_FROM__ forecasts that the TNGA-based powertrain units alone will improve fuel efficiency enough to reduce CO2 emissions from __NE_TO__ vehicles by more than 18 percent .,Toyota forecasts that the TNGA-based powertrain units alone will improve fuel efficiency enough to reduce CO2 emissions from Toyota vehicles by more than 18 percent.,A_supplies_B,0.3983939588,2
384,"Japanese automotive manufacturers such as __NE_FROM__ , __NE_TO__ , and __NE_OTHER__ also have considerable production capacities abroad , for instance in Europe and the U.S .","Japanese automotive manufacturers such as Toyota, Honda, and Nissan also have considerable production capacities abroad, for instance in Europe and the U.S.",reject,0.45073518160000003,0
385,"__NE_FROM__ , __NE_TO__ .","Toyota, Hybrid Technology Developer Settle Patent Infringement Case .",reject,0.7710912824,0
386,"While __NE_FROM__ ' s share of the U.S. market in the first eight months increased 1 percentage point to 20 percent and __NE_OTHER__ ' s rose a half percentage point to 5.2 percent , __NE_TO__ lost 2.5 percentage points to 12.7 percent .","While GM's share of the U.S. market in the first eight months increased 1 percentage point to 20 percent and Hyundai's rose a half percentage point to 5.2 percent, Toyota lost 2.5 percentage points to 12.7 percent.",reject,0.9869912267000001,0
